po_id,project_id,po_type,vendor_id,description,issue_date,delivery_date,amount_aed,status,approved_by,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
LPO-PRJ-005-0008,PRJ-005,Subcontract,CON-047,Seven though marriage their.,2021-05-05,2021-06-10,236625,Issued,James Trevino,,2021-05-05T12:26:00,2021-05-05T12:26:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0009,PRJ-005,Material,SUP-029,Week hand this get.,2021-05-20,2021-06-22,265392,Issued,Sharon English,,2021-05-20T11:12:00,2021-05-20T11:12:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0010,PRJ-005,Material,SUP-070,Term eight green job.,2020-06-17,2020-09-02,323706,Draft,Christopher Davis,,2020-06-17T16:03:00,2020-06-17T16:03:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0011,PRJ-005,Subcontract,CON-097,Worry finally short couple soon occur health.,2021-03-08,2021-03-18,489553,Draft,Jeremy Elliott,,2021-03-08T09:16:00,2021-03-08T09:16:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0012,PRJ-005,Subcontract,CON-010,Draw bad its.,2020-07-06,2020-07-29,240532,Delivered,Thomas Olson,,2020-07-06T13:50:00,2020-07-06T13:50:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0013,PRJ-005,Subcontract,CON-051,Our remain actually issue stage in.,2020-09-12,2020-10-06,200684,Paid,Richard Morton,,2020-09-12T16:23:00,2020-09-12T16:23:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0014,PRJ-005,Material,SUP-061,Fact relate maybe both law course agent.,2020-11-27,2021-02-11,252645,Delivered,Robert Perez,,2020-11-27T11:07:00,2020-11-27T11:07:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0015,PRJ-005,Subcontract,CON-094,Every car kid yourself.,2020-12-02,2021-02-11,167865,Invoiced,Lindsey Carpenter,,2020-12-02T11:11:00,2020-12-02T11:11:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0016,PRJ-005,Subcontract,CON-095,Measure which doctor sit.,2020-12-18,2021-01-16,418835,Delivered,Dustin Ward,,2020-12-18T11:49:00,2020-12-18T11:49:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0017,PRJ-005,Material,SUP-020,Another himself appear very season number.,2020-05-11,2020-05-27,377139,Invoiced,Jason Baker,,2020-05-11T11:03:00,2020-05-11T11:03:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0018,PRJ-005,Material,SUP-037,Season month inside enjoy very attack.,2021-03-02,2021-05-08,297041,Paid,Denise Smith,,2021-03-02T16:54:00,2021-03-02T16:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0019,PRJ-005,Material,SUP-012,Want stop good film attorney side toward.,2021-05-06,2021-06-07,231777,Delivered,Terri Mcdaniel,,2021-05-06T08:27:00,2021-05-06T08:27:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0020,PRJ-005,Subcontract,CON-054,Leader morning already human check agree skill.,2020-09-22,2020-12-05,159453,Invoiced,Sandra Long,,2020-09-22T17:54:00,2020-09-22T17:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0021,PRJ-005,Material,SUP-073,Evening hospital blue action best.,2020-04-11,2020-07-03,342306,Draft,Susan Chambers,,2020-04-11T17:09:00,2020-04-11T17:09:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0022,PRJ-005,Material,SUP-031,Apply house heart heavy student suffer.,2021-02-28,2021-05-13,365632,Issued,Alyssa Bailey,,2021-02-28T14:56:00,2021-02-28T14:56:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0023,PRJ-005,Material,SUP-012,System popular recent into machine through defense.,2020-04-17,2020-06-02,188712,Paid,Laura Coffey,,2020-04-17T12:00:00,2020-04-17T12:00:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0024,PRJ-005,Material,SUP-031,Final entire left then successful among course thank.,2020-12-26,2021-01-29,107607,Draft,Richard Parsons,,2020-12-26T16:59:00,2020-12-26T16:59:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0025,PRJ-005,Material,SUP-006,Space adult by catch institution site.,2021-03-03,2021-04-07,453206,Invoiced,Terry Hammond MD,,2021-03-03T09:45:00,2021-03-03T09:45:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0026,PRJ-005,Subcontract,CON-022,Collection beyond spend ok candidate.,2020-07-30,2020-10-20,291593,Delivered,Pamela Anderson,,2020-07-30T09:31:00,2020-07-30T09:31:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0027,PRJ-005,Subcontract,CON-079,Yeah use board despite task.,2020-11-12,2021-01-15,333722,Paid,Logan Mcgrath,,2020-11-12T10:17:00,2020-11-12T10:17:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0028,PRJ-005,Material,SUP-040,Have class make TV somebody.,2020-07-26,2020-09-20,465834,Issued,James Mcbride,,2020-07-26T17:18:00,2020-07-26T17:18:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0029,PRJ-005,Material,SUP-062,Middle enough check hair.,2021-03-06,2021-04-14,303463,Delivered,Vincent Solomon,,2021-03-06T12:36:00,2021-03-06T12:36:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0030,PRJ-005,Subcontract,CON-013,Alone probably four network all resource traditional.,2020-10-01,2020-10-18,12583,Draft,Hannah Gilmore,,2020-10-01T12:08:00,2020-10-01T12:08:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0031,PRJ-005,Material,SUP-010,Break light head throughout tree table especially.,2021-03-13,2021-06-08,283469,Draft,Victoria Francis,,2021-03-13T12:56:00,2021-03-13T12:56:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0032,PRJ-005,Material,SUP-046,Music nice any lose per treat song.,2021-06-19,2021-09-03,284205,Draft,Misty Rodriguez,,2021-06-19T09:12:00,2021-06-19T09:12:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0033,PRJ-005,Material,SUP-072,Woman the boy prove successful work style.,2020-08-12,2020-10-25,220890,Delivered,Denise Russell,,2020-08-12T07:32:00,2020-08-12T07:32:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0034,PRJ-005,Material,SUP-023,Game book behavior about structure try increase center.,2021-05-12,2021-06-17,82670,Issued,Jeffrey Tran,,2021-05-12T12:06:00,2021-05-12T12:06:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0035,PRJ-005,Subcontract,CON-085,Project dog them rate detail use.,2020-08-16,2020-11-05,177321,Paid,Jeffrey Munoz PhD,,2020-08-16T09:11:00,2020-08-16T09:11:00,system@alrashdeng.ae,1,True,
LPO-PRJ-005-0036,PRJ-005,Material,SUP-034,Collection director example.,2021-01-11,2021-04-01,362749,Delivered,Brandi Shannon,,2021-01-11T12:28:00,2021-01-11T12:28:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0001,PRJ-006,Subcontract,CON-061,Congress high win member finally position.,2024-10-26,2024-12-23,291183,Paid,Jenna Collins,,2024-10-26T08:03:00,2024-10-26T08:03:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0002,PRJ-006,Material,SUP-012,Might identify Republican Mr art hear deal.,2025-10-26,2026-01-24,117508,Issued,Isaac Soto,,2025-10-26T11:30:00,2025-10-26T11:30:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0003,PRJ-006,Subcontract,CON-062,Generation box body know above.,2023-05-01,2023-06-01,34700,Invoiced,Mr. Cody Parker,,2023-05-01T08:18:00,2023-05-01T08:18:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0004,PRJ-006,Subcontract,CON-024,Small knowledge security dinner per south book.,2026-02-06,2026-03-13,235130,Delivered,Angela Hale,,2026-02-06T14:17:00,2026-02-06T14:17:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0005,PRJ-006,Material,SUP-036,Civil color mission game water writer usually.,2025-10-05,2025-11-28,457610,Paid,Craig Lewis,,2025-10-05T08:28:00,2025-10-05T08:28:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0006,PRJ-006,Material,SUP-030,Recent race fight month film event.,2025-04-05,2025-07-03,106597,Draft,Christie Woods,,2025-04-05T08:26:00,2025-04-05T08:26:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0007,PRJ-006,Material,SUP-034,Bit main imagine keep operation special.,2024-11-10,2025-01-20,243843,Delivered,Caleb Villanueva,,2024-11-10T12:28:00,2024-11-10T12:28:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0008,PRJ-006,Material,SUP-048,Change buy media others end.,2025-05-15,2025-08-02,43562,Delivered,Kevin Avery,,2025-05-15T13:59:00,2025-05-15T13:59:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0009,PRJ-006,Material,SUP-046,Hard can when down.,2023-06-25,2023-08-13,338440,Paid,Abigail Estes,,2023-06-25T08:50:00,2023-06-25T08:50:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0010,PRJ-006,Material,SUP-072,Provide answer story property.,2025-09-09,2025-11-04,136361,Issued,Thomas Torres,,2025-09-09T08:49:00,2025-09-09T08:49:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0011,PRJ-006,Subcontract,CON-007,Man whether successful after standard.,2024-02-04,2024-02-25,256747,Draft,Brendan Graham,,2024-02-04T11:30:00,2024-02-04T11:30:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0012,PRJ-006,Material,SUP-021,Rate federal baby thing direction little.,2025-02-28,2025-03-29,432627,Paid,Kelly Smith,,2025-02-28T09:38:00,2025-02-28T09:38:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0013,PRJ-006,Material,SUP-037,Environment picture medical administration accept.,2024-12-30,2025-02-17,110087,Draft,James Day,,2024-12-30T16:25:00,2024-12-30T16:25:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0014,PRJ-006,Material,SUP-041,Tough big old better old.,2025-02-10,2025-02-27,206553,Delivered,Heather Patel,,2025-02-10T11:56:00,2025-02-10T11:56:00,system@alrashdeng.ae,1,True,
LPO-PRJ-006-0015,PRJ-006,Material,SUP-071,Tax himself already the company hour risk.,2023-09-04,2023-09-12,414905,Delivered,Kelly Nichols,,2023-09-04T11:54:00,2023-09-04T11:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0001,PRJ-007,Subcontract,CON-042,Million attention still financial cause life college.,2024-11-26,2024-12-31,276438,Paid,Stephen Morrow,,2024-11-26T07:42:00,2024-11-26T07:42:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0002,PRJ-007,Material,SUP-035,Up skin rich his economy about against.,2025-06-10,2025-07-07,14965,Delivered,Michael Green,,2025-06-10T16:25:00,2025-06-10T16:25:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0003,PRJ-007,Material,SUP-079,Purpose pass memory stuff.,2025-08-08,2025-10-29,24553,Paid,Daniel Johnson,,2025-08-08T16:29:00,2025-08-08T16:29:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0004,PRJ-007,Material,SUP-076,Dream yes space lead coach site.,2025-04-11,2025-06-11,177565,Paid,Jeffery Vincent,,2025-04-11T16:44:00,2025-04-11T16:44:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0005,PRJ-007,Subcontract,CON-013,Certainly power three forward answer.,2024-08-19,2024-09-08,296497,Delivered,Howard Murphy,,2024-08-19T07:54:00,2024-08-19T07:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0006,PRJ-007,Material,SUP-067,Serious prevent hand operation appear soldier.,2024-10-03,2024-12-07,277274,Paid,Shannon Ali,,2024-10-03T08:21:00,2024-10-03T08:21:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0007,PRJ-007,Material,SUP-034,Shoulder such benefit quality get.,2025-05-19,2025-08-08,492887,Paid,Jessica Thomas,,2025-05-19T08:27:00,2025-05-19T08:27:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0008,PRJ-007,Material,SUP-009,Station resource particular performance learn level.,2024-08-19,2024-10-19,467024,Delivered,Mercedes Davis,,2024-08-19T13:30:00,2024-08-19T13:30:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0009,PRJ-007,Subcontract,CON-074,Boy system fact social part.,2025-07-07,2025-09-19,476537,Delivered,Meredith Hamilton,,2025-07-07T13:31:00,2025-07-07T13:31:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0010,PRJ-007,Material,SUP-070,Wind within choose.,2025-03-02,2025-05-16,177940,Draft,Dylan Mckenzie,,2025-03-02T13:35:00,2025-03-02T13:35:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0011,PRJ-007,Subcontract,CON-026,Include music position.,2025-03-07,2025-05-24,493305,Delivered,Carol Meyer,,2025-03-07T09:41:00,2025-03-07T09:41:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0012,PRJ-007,Material,SUP-060,Participant pattern Mrs others under feel then.,2024-11-05,2025-01-29,161716,Draft,Carol Nguyen,,2024-11-05T08:55:00,2024-11-05T08:55:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0013,PRJ-007,Material,SUP-037,Test focus others performance learn.,2025-06-30,2025-07-17,354426,Delivered,Ernest Martin,,2025-06-30T07:25:00,2025-06-30T07:25:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0014,PRJ-007,Material,SUP-075,Pull peace four job movie into impact.,2025-10-18,2026-01-04,183221,Draft,Jesse Clark,,2025-10-18T08:34:00,2025-10-18T08:34:00,system@alrashdeng.ae,1,True,
LPO-PRJ-007-0015,PRJ-007,Material,SUP-012,Cold physical early popular.,2025-08-20,2025-09-06,204502,Paid,Tracie Snyder,,2025-08-20T14:54:00,2025-08-20T14:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0001,PRJ-008,Material,SUP-035,Condition feeling say Democrat society.,2023-04-14,2023-06-25,34160,Invoiced,Reginald Rivera,,2023-04-14T12:07:00,2023-04-14T12:07:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0002,PRJ-008,Material,SUP-079,Nor money pick peace those.,2023-04-11,2023-06-08,458183,Delivered,Kristina Martinez,,2023-04-11T14:23:00,2023-04-11T14:23:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0003,PRJ-008,Material,SUP-013,Democrat perhaps court game eat.,2021-04-19,2021-06-13,304550,Delivered,Carrie Brown,,2021-04-19T11:01:00,2021-04-19T11:01:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0004,PRJ-008,Subcontract,CON-013,Quite expert here watch again.,2021-01-10,2021-02-11,403856,Paid,Tiffany Cummings,,2021-01-10T11:11:00,2021-01-10T11:11:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0005,PRJ-008,Material,SUP-072,Will eight bill group.,2022-10-29,2022-11-30,326405,Paid,Jennifer Garcia,,2022-10-29T17:24:00,2022-10-29T17:24:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0006,PRJ-008,Material,SUP-045,Although degree after conference.,2022-07-13,2022-09-17,54854,Issued,Charles Perkins,,2022-07-13T17:40:00,2022-07-13T17:40:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0007,PRJ-008,Material,SUP-046,Condition team individual mention.,2023-10-30,2024-01-04,16484,Draft,Christian Kelly,,2023-10-30T08:27:00,2023-10-30T08:27:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0008,PRJ-008,Material,SUP-038,Wish very important discover card.,2021-08-21,2021-10-11,39458,Paid,Nicole Wilson,,2021-08-21T09:10:00,2021-08-21T09:10:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0009,PRJ-008,Material,SUP-008,Training blood position entire by.,2021-08-27,2021-09-25,120960,Invoiced,Katherine Atkins,,2021-08-27T14:51:00,2021-08-27T14:51:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0010,PRJ-008,Material,SUP-079,Special she whether quickly police seven beyond.,2022-05-15,2022-06-15,28194,Issued,Joshua Lopez,,2022-05-15T15:07:00,2022-05-15T15:07:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0011,PRJ-008,Material,SUP-060,Couple green environmental particularly American court.,2023-08-29,2023-10-25,437229,Draft,Noah Thornton,,2023-08-29T11:00:00,2023-08-29T11:00:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0012,PRJ-008,Material,SUP-024,Know nothing easy customer nature government.,2021-02-05,2021-04-07,80608,Invoiced,Chad Rasmussen,,2021-02-05T09:09:00,2021-02-05T09:09:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0013,PRJ-008,Material,SUP-073,Join sing picture according consider democratic involve.,2023-10-05,2023-11-26,111452,Delivered,Michael Hall,,2023-10-05T13:10:00,2023-10-05T13:10:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0014,PRJ-008,Subcontract,CON-001,Move meeting within outside health loss night many.,2022-10-09,2022-12-27,293234,Delivered,Jenna Duncan,,2022-10-09T10:11:00,2022-10-09T10:11:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0015,PRJ-008,Material,SUP-017,Week your your but thus nothing no.,2022-08-06,2022-10-08,425443,Issued,Melanie Nelson,,2022-08-06T07:27:00,2022-08-06T07:27:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0016,PRJ-008,Material,SUP-048,White base receive across center.,2021-03-13,2021-04-24,466670,Invoiced,George Snyder,,2021-03-13T17:00:00,2021-03-13T17:00:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0017,PRJ-008,Material,SUP-074,Set town together TV decision daughter coach.,2023-09-05,2023-11-14,117140,Draft,Carlos Rowe,,2023-09-05T10:29:00,2023-09-05T10:29:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0018,PRJ-008,Material,SUP-031,Impact its item thought mouth spend.,2022-09-06,2022-11-12,411471,Delivered,Debra Jones,,2022-09-06T12:50:00,2022-09-06T12:50:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0019,PRJ-008,Material,SUP-008,Arrive provide if tell.,2022-01-12,2022-03-24,407642,Paid,Elizabeth Gilbert,,2022-01-12T15:13:00,2022-01-12T15:13:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0020,PRJ-008,Subcontract,CON-052,Skin various safe range face.,2023-06-17,2023-09-03,435166,Issued,Albert Gomez,,2023-06-17T16:16:00,2023-06-17T16:16:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0021,PRJ-008,Material,SUP-057,Usually quite your.,2022-05-17,2022-05-30,150891,Invoiced,Julia Berry,,2022-05-17T13:31:00,2022-05-17T13:31:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0022,PRJ-008,Subcontract,CON-039,Nation official former him later country forward miss.,2020-12-16,2021-01-09,238803,Paid,Steven Lopez,,2020-12-16T16:48:00,2020-12-16T16:48:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0023,PRJ-008,Subcontract,CON-075,Shoulder cold big generation thank.,2021-08-24,2021-09-08,229936,Issued,Jessica Coleman,,2021-08-24T14:44:00,2021-08-24T14:44:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0024,PRJ-008,Material,SUP-004,Series time blue.,2022-11-01,2022-11-12,146243,Delivered,Dominic Valdez,,2022-11-01T09:00:00,2022-11-01T09:00:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0025,PRJ-008,Subcontract,CON-094,Once first sometimes few billion able skin next.,2023-07-21,2023-10-03,496376,Invoiced,Bob Allen,,2023-07-21T15:45:00,2023-07-21T15:45:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0026,PRJ-008,Subcontract,CON-028,Evening claim over husband despite increase authority consumer.,2021-08-29,2021-11-18,237100,Invoiced,Elizabeth Taylor,,2021-08-29T14:00:00,2021-08-29T14:00:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0027,PRJ-008,Material,SUP-057,Record science condition future outside.,2022-12-27,2023-03-04,25458,Draft,Alexis Roberts,,2022-12-27T12:42:00,2022-12-27T12:42:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0028,PRJ-008,Subcontract,CON-096,West law remain everybody happen down number.,2021-08-14,2021-09-28,364724,Issued,Monique Jefferson,,2021-08-14T11:18:00,2021-08-14T11:18:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0029,PRJ-008,Subcontract,CON-006,Seem control soldier water it task.,2022-06-23,2022-07-16,330391,Invoiced,Brent Holland,,2022-06-23T10:51:00,2022-06-23T10:51:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0030,PRJ-008,Subcontract,CON-003,Fill woman his but.,2021-02-23,2021-03-29,216792,Delivered,Christopher Wang,,2021-02-23T17:54:00,2021-02-23T17:54:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0031,PRJ-008,Subcontract,CON-005,Ability account seven life relationship parent purpose.,2020-12-13,2020-12-24,313637,Issued,Thomas Guerra,,2020-12-13T12:52:00,2020-12-13T12:52:00,system@alrashdeng.ae,1,True,
LPO-PRJ-008-0032,PRJ-008,Material,SUP-034,Back light power dog key career suffer time.,2022-12-21,2023-01-15,265524,Draft,Kyle Smith,,2022-12-21T16:32:00,2022-12-21T16:32:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0001,PRJ-009,Subcontract,CON-066,Together dog shake TV nearly.,2022-08-16,2022-09-07,499955,Invoiced,Jacob Mcdonald,,2022-08-16T07:15:00,2022-08-16T07:15:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0002,PRJ-009,Material,SUP-025,Range follow drive.,2022-10-20,2022-10-30,484549,Delivered,Curtis Melton,,2022-10-20T08:19:00,2022-10-20T08:19:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0003,PRJ-009,Material,SUP-071,Offer space even shake trouble attack.,2022-07-14,2022-10-11,118892,Draft,Cynthia Leblanc,,2022-07-14T12:47:00,2022-07-14T12:47:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0004,PRJ-009,Material,SUP-045,Increase dinner fact much smile feeling cell pretty.,2022-07-26,2022-08-05,419105,Invoiced,Jacob Ware,,2022-07-26T09:59:00,2022-07-26T09:59:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0005,PRJ-009,Material,SUP-046,Ahead deal white want reality brother away start.,2021-12-25,2022-03-18,290534,Paid,Christina Wilkins,,2021-12-25T13:33:00,2021-12-25T13:33:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0006,PRJ-009,Material,SUP-071,Because husband industry trade cultural base until.,2022-08-09,2022-08-28,316905,Delivered,Clinton Fischer,,2022-08-09T11:32:00,2022-08-09T11:32:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0007,PRJ-009,Material,SUP-039,Thing reach store memory.,2022-03-09,2022-05-08,348663,Delivered,Cody Moran,,2022-03-09T11:34:00,2022-03-09T11:34:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0008,PRJ-009,Material,SUP-022,Nothing Republican other image wind lay near your.,2022-09-21,2022-10-22,94646,Invoiced,Christopher Caldwell,,2022-09-21T13:16:00,2022-09-21T13:16:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0009,PRJ-009,Subcontract,CON-043,Family west eye century upon war.,2022-10-22,2022-10-30,163738,Delivered,Angela Campbell,,2022-10-22T11:29:00,2022-10-22T11:29:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0010,PRJ-009,Subcontract,CON-090,Woman me across water three.,2022-03-22,2022-05-30,158461,Issued,James Thomas,,2022-03-22T13:23:00,2022-03-22T13:23:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0011,PRJ-009,Material,SUP-070,Practice number education tend put.,2023-01-17,2023-04-03,475742,Delivered,Travis Fuller,,2023-01-17T07:26:00,2023-01-17T07:26:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0012,PRJ-009,Material,SUP-011,Various cold usually room could them.,2022-04-19,2022-05-15,146499,Delivered,Deborah Edwards,,2022-04-19T07:05:00,2022-04-19T07:05:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0013,PRJ-009,Subcontract,CON-086,Main meeting want loss what long.,2022-06-11,2022-06-22,429920,Draft,John Foley,,2022-06-11T09:51:00,2022-06-11T09:51:00,system@alrashdeng.ae,1,True,
LPO-PRJ-009-0014,PRJ-009,Material,SUP-015,Message remember above small real deal car past.,2022-04-10,2022-06-26,60097,Draft,Rebekah Higgins,,2022-04-10T13:03:00,2022-04-10T13:03:00,system@alrashdeng.ae,1,True,
